"Week","SKU_ID","Quintile","RawVolume","DetectCancellations","RemoveBuildToOrder","TruncateEndOfLife"
"2016-01-09","SKU_92",3,0.0205,0.0205,0.0203,0.0228
"2016-01-16","SKU_92",3,0.0161,0.0161,0.016,0.0179
"2016-01-23","SKU_92",3,0.0121,0.0121,0.012,0.0135
"2016-01-30","SKU_92",3,0.0083,0.0083,0.0083,0.0093
"2016-02-06","SKU_92",3,0.0187,0.0187,0.0186,0.0209
"2016-02-13","SKU_92",3,0.0235,0.0235,0.0234,0.0263
"2016-02-20","SKU_92",3,0.0154,0.0154,0.0153,NA
"2016-02-27","SKU_92",3,0.0074,0.0074,0.0074,NA
"2016-03-05","SKU_92",3,0.015,0.015,0.0149,NA
"2016-03-12","SKU_92",3,0.0093,0.0093,0.0092,NA
"2016-03-19","SKU_92",3,0.0247,0.0247,0.0245,NA
"2016-03-26","SKU_92",3,0.014,0.014,0.0139,NA
"2016-04-02","SKU_92",3,0.0141,0.0141,0.014,NA
"2016-04-09","SKU_92",3,0.0095,0.0095,0.0094,NA
"2016-04-16","SKU_92",3,0.0018,0.0018,0.0018,NA
"2016-04-23","SKU_92",3,0,0,0,NA
"2016-04-30","SKU_92",3,-0.0067,-0.0067,0,NA
"2013-09-14","SKU_14",2,0.00195,0.00195,0.00195,0.0022
"2013-09-21","SKU_14",2,0.00455,0.00455,0.00455,0.0051
"2013-09-28","SKU_14",2,0.004,0.004,0.004,0.00445
"2013-10-05","SKU_14",2,0.0048,0.0048,0.0048,0.00535
"2013-10-12","SKU_14",2,0.00675,0.00675,0.00675,0.00755
"2013-10-19","SKU_14",2,0.0092,0.0092,0.0092,0.01025
"2013-10-26","SKU_14",2,0.004,0.004,0.004,0.00445
"2013-11-02","SKU_14",2,0.0115,0.0115,0.0115,0.0128
"2013-11-09","SKU_14",2,0.02455,0.02455,0.02455,0.02735
"2013-11-16","SKU_14",2,0.0111,0.0111,0.0111,0.0124
"2013-11-23","SKU_14",2,0.01385,0.01385,0.01385,0.0154
"2013-11-30","SKU_14",2,0.01355,0.01355,0.01355,0.01505
"2013-12-07","SKU_14",2,0.0164,0.0164,0.0164,0.01825
"2013-12-14","SKU_14",2,0.0143,0.0143,0.01425,0.0159
"2013-12-21","SKU_14",2,0.00915,0.00915,0.00915,0.0102
"2013-12-28","SKU_14",2,0.00675,0.00675,0.00675,0.0075
"2014-01-04","SKU_14",2,0.01125,0.01125,0.0112,0.0125
"2014-01-11","SKU_14",2,0.01545,0.01545,0.0154,0.0172
"2014-01-18","SKU_14",2,0.0172,0.0172,0.01715,0.01915
"2014-01-25","SKU_14",2,0.02795,0.02795,0.02795,0.03115
"2014-02-01","SKU_14",2,0.0301,0.0301,0.0301,0.03355
"2014-02-08","SKU_14",2,0.02805,0.02805,0.02805,0.03125
"2014-02-15","SKU_14",2,0.0295,0.0295,0.0295,0.0329
"2014-02-22","SKU_14",2,0.03765,0.03765,0.03765,0.04195
"2014-03-01","SKU_14",2,0.0262,0.0262,0.0262,0.0292
"2014-03-08","SKU_14",2,0.04025,0.04025,0.0402,0.0448
"2014-03-15","SKU_14",2,0.0263,0.0263,0.0263,0.0293
"2014-03-22","SKU_14",2,0.0629,0.0629,0.0629,0.07005
"2014-03-29","SKU_14",2,0.0472,0.0472,0.04715,0.05255
"2014-04-05","SKU_14",2,0.03225,0.03225,0.0322,0.0359
"2014-04-12","SKU_14",2,0.0354,0.0354,0.0354,0.03945
"2014-04-19","SKU_14",2,0.04205,0.04205,0.04205,0.04685
"2014-04-26","SKU_14",2,0.0312,0.0312,0.0312,0.03475
"2014-05-03","SKU_14",2,0.05185,0.05185,0.0518,0.05775
"2014-05-10","SKU_14",2,0.0427,0.0427,0.0427,0.0476
"2014-05-17","SKU_14",2,0.0418,0.0418,0.0418,0.04655
"2014-05-24","SKU_14",2,0.032,0.03195,0.03195,0.0356
"2014-05-31","SKU_14",2,0.0322,0.0322,0.0322,0.03585
"2014-06-07","SKU_14",2,0.03595,0.03595,0.03595,NA
"2014-06-14","SKU_14",2,0.032,0.032,0.032,NA
"2014-06-21","SKU_14",2,0.0257,0.0257,0.0257,NA
"2014-06-28","SKU_14",2,0.00925,0.0046,0.0046,NA
"2014-07-05","SKU_14",2,0.0021,0.00225,0.00225,NA
"2014-07-12","SKU_14",2,5e-05,0.00105,0.00105,NA
"2014-07-19","SKU_14",2,-0.00255,0.00105,0.00105,NA
"2014-07-26","SKU_14",2,0,0,0,NA
"2014-08-02","SKU_14",2,0,0,0,NA
"2014-08-09","SKU_14",2,-0.00015,-0.00015,-0.00015,NA
"2014-08-16","SKU_14",2,0.00015,0.00015,0.00015,NA
"2014-08-23","SKU_14",2,-0.00025,-0.00025,0,NA
"2013-12-07","SKU_37",5,0.003,0.003,0.003,0.0035
"2013-12-14","SKU_37",5,0.014,0.014,0.014,0.0165
"2013-12-21","SKU_37",5,0.0085,0.0085,0.0085,0.01
"2013-12-28","SKU_37",5,0.01,0.01,0.01,0.012
"2014-01-04","SKU_37",5,0.011,0.011,0.011,0.0125
"2014-01-11","SKU_37",5,0.0215,0.0215,0.0215,0.025
"2014-01-18","SKU_37",5,0.0125,0.0125,0.0125,0.0145
"2014-01-25","SKU_37",5,0.0195,0.0195,0.0195,0.0225
"2014-02-01","SKU_37",5,0.0125,0.0125,0.012,0.0145
"2014-02-08","SKU_37",5,0.019,0.019,0.019,0.0225
"2014-02-15","SKU_37",5,0.0155,0.0155,0.0155,0.0185
"2014-02-22","SKU_37",5,0.0125,0.0125,0.0125,0.0145
"2014-03-01","SKU_37",5,0.0145,0.0145,0.0145,0.0165
"2014-03-08","SKU_37",5,0.0125,0.0125,0.012,0.0145
"2014-03-15","SKU_37",5,0.01,0.01,0.01,0.012
"2014-03-22","SKU_37",5,0.0155,0.0155,0.0155,0.0185
"2014-03-29","SKU_37",5,0.0235,0.0235,0.0235,0.0275
"2014-04-05","SKU_37",5,0.0285,0.0285,0.028,0.033
"2014-04-12","SKU_37",5,0.039,0.039,0.0385,0.0455
"2014-04-19","SKU_37",5,0.0185,0.0185,0.0185,0.0215
"2014-04-26","SKU_37",5,0.0125,0.0125,0.012,0.0145
"2014-05-03","SKU_37",5,0.0275,0.0275,0.027,0.032
"2014-05-10","SKU_37",5,0.0285,0.0285,0.028,0.033
"2014-05-17","SKU_37",5,0.035,0.035,0.035,0.041
"2014-05-24","SKU_37",5,0.029,0.029,0.029,0.034
"2014-05-31","SKU_37",5,0.0445,0.0445,0.044,0.052
"2014-06-07","SKU_37",5,0.0305,0.0305,0.0305,0.036
"2014-06-14","SKU_37",5,0.028,0.028,0.028,0.0325
"2014-06-21","SKU_37",5,0.039,0.039,0.0385,0.0455
"2014-06-28","SKU_37",5,0.034,0.034,0.034,0.04
"2014-07-05","SKU_37",5,0.0485,0.0485,0.0485,0.0565
"2014-07-12","SKU_37",5,0.04,0.04,0.04,0.0465
"2014-07-19","SKU_37",5,0.0465,0.0465,0.046,0.054
"2014-07-26","SKU_37",5,0.0475,0.0475,0.047,0.0555
"2014-08-02","SKU_37",5,0.0445,0.0445,0.0445,0.052
"2014-08-09","SKU_37",5,0.0395,0.0395,0.0395,NA
"2014-08-16","SKU_37",5,0.0485,0.0485,0.0485,NA
"2014-08-23","SKU_37",5,0.056,0.056,0.056,NA
"2014-08-30","SKU_37",5,0.0025,0.0025,0.0025,NA
"2014-09-06","SKU_37",5,-5e-04,-5e-04,0,NA
"2014-09-13","SKU_37",5,0,0,0,NA
"2014-09-20","SKU_37",5,0,0,0,NA
"2014-09-27","SKU_37",5,0,0,0,NA
"2014-10-04","SKU_37",5,-0.002,-0.002,0,NA
"2015-02-21","SKU_93",4,6e-04,6e-04,6e-04,8e-04
"2015-02-28","SKU_93",4,4e-04,4e-04,4e-04,4e-04
"2015-03-07","SKU_93",4,2e-04,2e-04,2e-04,2e-04
"2015-03-14","SKU_93",4,0.0012,0.0012,0.0012,0.0014
"2015-03-21","SKU_93",4,0.0076,0.0076,0.0076,0.0086
"2015-03-28","SKU_93",4,0.0032,0.0032,0.0032,0.0036
"2015-04-04","SKU_93",4,8e-04,8e-04,8e-04,0.001
"2015-04-11","SKU_93",4,4e-04,4e-04,4e-04,6e-04
"2015-04-18","SKU_93",4,6e-04,6e-04,6e-04,8e-04
"2015-04-25","SKU_93",4,0.0022,0.0022,0.0022,0.0024
"2015-05-02","SKU_93",4,0.0048,0.0048,0.0048,0.0054
"2015-05-09","SKU_93",4,0.0046,0.0046,0.0046,0.0052
"2015-05-16","SKU_93",4,0.0032,0.0032,0.0032,0.0036
"2015-05-23","SKU_93",4,0.0014,0.0014,0.0014,0.0014
"2015-05-30","SKU_93",4,0.0024,0.0024,0.0024,0.0028
"2015-06-06","SKU_93",4,0.1958,0.1972,0.1972,0.2202
"2015-06-13","SKU_93",4,0.0092,0.0094,0.0094,0.0104
"2015-06-20","SKU_93",4,0.0048,0.0048,0.0048,0.0054
"2015-06-27","SKU_93",4,0.0154,0.0156,0.0156,0.0174
"2015-07-04","SKU_93",4,0.1218,0.1226,0.1226,0.1368
"2015-07-11","SKU_93",4,0.0082,0.0084,0.0084,0.0092
"2015-07-18","SKU_93",4,0.0166,0.0168,0.0168,0.0186
"2015-07-25","SKU_93",4,0.009,0.0092,0.0092,0.0102
"2015-08-01","SKU_93",4,0.118,0.1188,0.1188,0.1326
"2015-08-08","SKU_93",4,0.018,0.0182,0.0182,0.0202
"2015-08-15","SKU_93",4,0.0122,0.0124,0.0124,0.0138
"2015-08-22","SKU_93",4,0.0066,0.0068,0.0068,0.0074
"2015-08-29","SKU_93",4,0.015,0.015,0.015,0.0168
"2015-09-05","SKU_93",4,0.0128,0.0128,0.0128,0.0142
"2015-09-12","SKU_93",4,0.0248,0.025,0.025,0.0278
"2015-09-19","SKU_93",4,0.016,0.0162,0.0162,0.018
"2015-09-26","SKU_93",4,0.0156,0.0158,0.0158,0.0176
"2015-10-03","SKU_93",4,0.0178,0.0178,0.0178,0.02
"2015-10-10","SKU_93",4,0.0076,0.0076,0.0076,0.0084
"2015-10-17","SKU_93",4,0.0592,0.0596,0.0596,0.0666
"2015-10-24","SKU_93",4,0.0096,0.0098,0.0098,0.0108
"2015-10-31","SKU_93",4,0.0084,0.0084,0.0084,0.0094
"2015-11-07","SKU_93",4,0.0066,0.0066,0.0066,0.0074
"2015-11-14","SKU_93",4,0.0142,0.0142,0.0142,0.016
"2015-11-21","SKU_93",4,0.0024,0.0024,0.0024,0.0026
"2015-11-28","SKU_93",4,0.0142,0.0142,0.0142,0.016
"2015-12-05","SKU_93",4,0.0132,0.0132,0.0132,0.0148
"2015-12-12","SKU_93",4,0.0128,0.013,0.013,0.0144
"2015-12-19","SKU_93",4,0.0058,0.0058,0.0058,0.0064
"2015-12-26","SKU_93",4,0.0022,0.0022,0.0022,0.0024
"2016-01-02","SKU_93",4,0.0318,0.032,0.032,0.0356
"2016-01-09","SKU_93",4,0.0072,0.0074,0.0074,0.0082
"2016-01-16","SKU_93",4,0.0066,0.0068,0.0068,0.0074
"2016-01-23","SKU_93",4,0.0166,0.0168,0.0168,0.0188
"2016-01-30","SKU_93",4,0.011,0.011,0.011,NA
"2016-02-06","SKU_93",4,0.003,0.003,0.003,NA
"2016-02-13","SKU_93",4,0.0154,0.0154,0.0154,NA
"2016-02-20","SKU_93",4,0.0024,0.0024,0.0024,NA
"2016-02-27","SKU_93",4,0.0086,0.0088,0.0088,NA
"2016-03-05","SKU_93",4,0.0088,0.009,0.009,NA
"2016-03-12","SKU_93",4,0.0082,0.0082,0.0082,NA
"2016-03-19","SKU_93",4,0.0026,0,0,NA
"2016-03-26","SKU_93",4,0.0294,0,0,NA
"2016-04-02","SKU_93",4,-0.0248,0,0,NA
"2016-04-09","SKU_93",4,0,0,0,NA
"2016-04-16","SKU_93",4,0.0044,0.0044,0.0044,NA
"2016-04-23","SKU_93",4,0.0034,0.0034,0.0034,NA
"2016-04-30","SKU_93",4,0.0068,0.007,0.007,NA
"2016-05-07","SKU_93",4,0.0046,0.0046,0.0046,NA
"2016-05-14","SKU_93",4,0.0042,0.0042,0.0042,NA
"2016-05-21","SKU_93",4,0.0112,0.0112,0.0112,NA
"2016-05-28","SKU_93",4,0.003,0.003,0.003,NA
"2016-06-04","SKU_93",4,0.0012,0.0012,0.0012,NA
"2016-06-11","SKU_93",4,0.004,0.004,0.004,NA
"2016-06-18","SKU_93",4,0.003,0.003,0.003,NA
"2013-11-09","SKU_94",1,0.0013,0.0013,0.0013,0.00144
"2013-11-16","SKU_94",1,0.00442,0.00442,0.00442,0.00492
"2013-11-23","SKU_94",1,0.00406,0.00406,0.00404,0.0045
"2013-11-30","SKU_94",1,0.00762,0.00762,0.00762,0.00848
"2013-12-07","SKU_94",1,0.00754,0.00754,0.00752,0.00838
"2013-12-14","SKU_94",1,0.00782,0.00782,0.0078,0.00868
"2013-12-21","SKU_94",1,0.00584,0.00584,0.00584,0.0065
"2013-12-28","SKU_94",1,0.00782,0.00782,0.0078,0.0087
"2014-01-04","SKU_94",1,0.01568,0.01568,0.01566,0.01744
"2014-01-11","SKU_94",1,0.02596,0.02596,0.0259,0.02886
"2014-01-18","SKU_94",1,0.02954,0.02954,0.0295,0.03284
"2014-01-25","SKU_94",1,0.0297,0.0297,0.02964,0.033
"2014-02-01","SKU_94",1,0.02624,0.02624,0.0262,0.02918
"2014-02-08","SKU_94",1,0.01672,0.01672,0.0167,0.0186
"2014-02-15","SKU_94",1,0.01888,0.01888,0.01884,0.02098
"2014-02-22","SKU_94",1,0.01932,0.01932,0.01928,0.02146
"2014-03-01","SKU_94",1,0.02678,0.02678,0.02674,0.02976
"2014-03-08","SKU_94",1,0.02422,0.02422,0.02418,0.02692
"2014-03-15","SKU_94",1,0.02908,0.02908,0.02902,0.03232
"2014-03-22","SKU_94",1,0.04394,0.04394,0.04386,0.04884
"2014-03-29","SKU_94",1,0.03232,0.03232,0.03226,0.03594
"2014-04-05","SKU_94",1,0.0425,0.0425,0.04242,0.04724
"2014-04-12","SKU_94",1,0.04396,0.04396,0.04386,0.04886
"2014-04-19","SKU_94",1,0.0396,0.0396,0.03952,0.044
"2014-04-26","SKU_94",1,0.03382,0.03382,0.03376,0.0376
"2014-05-03","SKU_94",1,0.03286,0.03286,0.03278,0.03652
"2014-05-10","SKU_94",1,0.02198,0.02198,0.02194,0.02444
"2014-05-17","SKU_94",1,0.02908,0.02908,0.02902,0.03232
"2014-05-24","SKU_94",1,0.01376,0.01376,0.01374,0.0153
"2014-05-31","SKU_94",1,0.02026,0.02026,0.02022,0.02252
"2014-06-07","SKU_94",1,0.01654,0.01654,0.01652,0.0184
"2014-06-14","SKU_94",1,0.0345,0.0345,0.03444,0.03836
"2014-06-21","SKU_94",1,0.02244,0.02244,0.0224,0.02494
"2014-06-28","SKU_94",1,0.0152,0.0152,0.01516,0.01688
"2014-07-05","SKU_94",1,0.02138,0.02138,0.02134,0.02376
"2014-07-12","SKU_94",1,0.01936,0.01936,0.01932,0.02152
"2014-07-19","SKU_94",1,0.01462,0.01462,0.0146,0.01626
"2014-07-26","SKU_94",1,0.02674,0.02674,0.02668,0.02972
"2014-08-02","SKU_94",1,0.0136,0.0136,0.01356,0.0151
"2014-08-09","SKU_94",1,0.01558,0.01558,0.01556,0.01732
"2014-08-16","SKU_94",1,0.01288,0.01288,0.01284,0.0143
"2014-08-23","SKU_94",1,0.01298,0.01298,0.01294,0.01442
"2014-08-30","SKU_94",1,0.01128,0.01128,0.01126,0.01254
"2014-09-06","SKU_94",1,0.0115,0.0115,0.01148,NA
"2014-09-13","SKU_94",1,0.03798,0.03798,0.0379,NA
"2014-09-20","SKU_94",1,0.02804,0.02804,0.02798,NA
"2014-09-27","SKU_94",1,0.02286,0.02286,0.02282,NA
"2014-10-04","SKU_94",1,0.00184,0.00184,0.00184,NA
"2014-10-11","SKU_94",1,-0.00152,-0.00152,0,NA
"2014-10-18","SKU_94",1,-0.00042,-0.00042,0,NA
"2015-02-28","SKU_95",4,0.0014,0.0014,0.0014,0.0016
"2015-03-07","SKU_95",4,0.0052,0.0052,0.0052,0.006
"2015-03-14","SKU_95",4,0.0098,0.0098,0.0098,0.0112
"2015-03-21","SKU_95",4,0.015,0.015,0.015,0.017
"2015-03-28","SKU_95",4,0.002,0.002,0.002,0.0024
"2015-04-04","SKU_95",4,0.0044,0.0044,0.0044,0.0052
"2015-04-11","SKU_95",4,4e-04,4e-04,4e-04,4e-04
"2015-04-18","SKU_95",4,0.002,0.002,0.002,0.0022
"2015-04-25","SKU_95",4,0.0076,0.0076,0.0076,0.0086
"2015-05-02","SKU_95",4,0.006,0.006,0.006,0.0068
"2015-05-09","SKU_95",4,0.0266,0.0266,0.0266,0.0304
"2015-05-16","SKU_95",4,0.0094,0.0094,0.0092,0.0106
"2015-05-23","SKU_95",4,0.0204,0.0204,0.0204,0.0232
"2015-05-30","SKU_95",4,0.0304,0.0304,0.0302,0.0346
"2015-06-06","SKU_95",4,0.0214,0.0214,0.0214,0.0244
"2015-06-13","SKU_95",4,0.0204,0.0204,0.0202,0.0232
"2015-06-20","SKU_95",4,0.0178,0.0178,0.0176,0.0202
"2015-06-27","SKU_95",4,0.017,0.017,0.017,0.0194
"2015-07-04","SKU_95",4,0.0258,0.0258,0.0258,0.0294
"2015-07-11","SKU_95",4,0.0292,0.0292,0.0292,0.0332
"2015-07-18","SKU_95",4,0.0698,0.0698,0.0696,0.0796
"2015-07-25","SKU_95",4,0.0238,0.0238,0.0236,0.027
"2015-08-01","SKU_95",4,0.0228,0.0228,0.0228,0.026
"2015-08-08","SKU_95",4,0.0264,0.0264,0.0264,0.0302
"2015-08-15","SKU_95",4,0.021,0.021,0.021,0.024
"2015-08-22","SKU_95",4,0.013,0.013,0.013,0.0148
"2015-08-29","SKU_95",4,0.041,0.041,0.041,0.0468
"2015-09-05","SKU_95",4,0.0154,0.0154,0.0154,0.0176
"2015-09-12","SKU_95",4,0.0332,0.0332,0.033,0.0378
"2015-09-19","SKU_95",4,0.013,0.013,0.013,0.0148
"2015-09-26","SKU_95",4,0.0216,0.0216,0.0214,0.0246
"2015-10-03","SKU_95",4,0.0112,0.0112,0.011,0.0126
"2015-10-10","SKU_95",4,0.0214,0.0214,0.0214,0.0244
"2015-10-17","SKU_95",4,0.0098,0.0098,0.0098,0.0112
"2015-10-24","SKU_95",4,0.0186,0.0186,0.0184,0.0212
"2015-10-31","SKU_95",4,0.0184,0.0184,0.0184,0.021
"2015-11-07","SKU_95",4,0.0098,0.0098,0.0098,0.0112
"2015-11-14","SKU_95",4,0.0294,0.0294,0.0292,0.0334
"2015-11-21","SKU_95",4,0.0114,0.0114,0.0114,0.013
"2015-11-28","SKU_95",4,0.013,0.013,0.013,0.0148
"2015-12-05","SKU_95",4,0.0162,0.0162,0.016,0.0184
"2015-12-12","SKU_95",4,0.017,0.017,0.017,0.0194
"2015-12-19","SKU_95",4,0.0016,0.0016,0.0016,0.0018
"2015-12-26","SKU_95",4,0.0052,0.0052,0.005,0.0058
"2016-01-02","SKU_95",4,0.0058,0.0058,0.0058,0.0066
"2016-01-09","SKU_95",4,0.0044,0.0044,0.0044,0.005
"2016-01-16","SKU_95",4,0.0112,0.0112,0.011,0.0126
"2016-01-23","SKU_95",4,0.0284,0.0284,0.0284,0.0324
"2016-01-30","SKU_95",4,0.0108,0.0108,0.0108,0.0122
"2016-02-06","SKU_95",4,0.01,0.01,0.01,0.0114
"2016-02-13","SKU_95",4,0.0102,0.0102,0.01,0.0116
"2016-02-20","SKU_95",4,0.02,0.02,0.02,0.0228
"2016-02-27","SKU_95",4,0.0086,0.0086,0.0084,0.0098
"2016-03-05","SKU_95",4,0.0124,0.0124,0.0124,0.0142
"2016-03-12","SKU_95",4,0.026,0.026,0.026,NA
"2016-03-19","SKU_95",4,0.0112,0.0112,0.011,NA
"2016-03-26","SKU_95",4,0.0094,0.0094,0.0094,NA
"2016-04-02","SKU_95",4,0.006,0.006,0.0058,NA
"2016-04-09","SKU_95",4,0.0082,0.0082,0.0082,NA
"2016-04-16","SKU_95",4,0.0152,0.0152,0.0152,NA
"2016-04-23","SKU_95",4,0.0102,0.0102,0.01,NA
"2016-04-30","SKU_95",4,0.0136,0.0136,0.0134,NA
"2016-05-07","SKU_95",4,0.0158,0.0158,0.0158,NA
"2016-05-14","SKU_95",4,0.0104,0.0104,0.0102,NA
"2016-05-21","SKU_95",4,-4e-04,-4e-04,0,NA
"2016-05-28","SKU_95",4,-0.0028,-0.0028,0,NA
"2016-06-04","SKU_95",4,-8e-04,-8e-04,0,NA
"2014-01-11","SKU_96",1,0.00274,0.00274,0.00272,0.00308
"2014-01-18","SKU_96",1,0.00506,0.00506,0.00502,0.00566
"2014-01-25","SKU_96",1,0.02004,0.02004,0.01994,0.02248
"2014-02-01","SKU_96",1,0.00658,0.00658,0.00654,0.00738
"2014-02-08","SKU_96",1,0.00936,0.00936,0.00932,0.01052
"2014-02-15","SKU_96",1,0.0086,0.0086,0.00856,0.00966
"2014-02-22","SKU_96",1,0.01896,0.01896,0.01888,0.02128
"2014-03-01","SKU_96",1,0.015,0.015,0.01494,0.01686
"2014-03-08","SKU_96",1,0.01898,0.01898,0.0189,0.02132
"2014-03-15","SKU_96",1,0.01402,0.01402,0.01396,0.01574
"2014-03-22","SKU_96",1,0.01552,0.01552,0.01544,0.01742
"2014-03-29","SKU_96",1,0.03118,0.03118,0.03104,0.035
"2014-04-05","SKU_96",1,0.03558,0.03558,0.03542,0.03994
"2014-04-12","SKU_96",1,0.02884,0.02884,0.0287,0.03238
"2014-04-19","SKU_96",1,0.03786,0.03786,0.0377,0.0425
"2014-04-26","SKU_96",1,0.02852,0.02852,0.0284,0.03202
"2014-05-03","SKU_96",1,0.02322,0.02322,0.02312,0.02606
"2014-05-10","SKU_96",1,0.03286,0.03286,0.03272,0.0369
"2014-05-17","SKU_96",1,0.03412,0.03412,0.03396,0.0383
"2014-05-24","SKU_96",1,0.02404,0.02404,0.02394,0.02698
"2014-05-31","SKU_96",1,0.07236,0.07236,0.07206,0.08124
"2014-06-07","SKU_96",1,0.01104,0.01104,0.01098,0.01238
"2014-06-14","SKU_96",1,0.02452,0.02452,0.02442,0.02752
"2014-06-21","SKU_96",1,0.06686,0.06686,0.06658,0.07508
"2014-06-28","SKU_96",1,0.03104,0.03104,0.0309,0.03484
"2014-07-05","SKU_96",1,0.02114,0.02114,0.02104,0.02372
"2014-07-12","SKU_96",1,0.01918,0.01918,0.0191,0.02154
"2014-07-19","SKU_96",1,0.08332,0.08332,0.08294,0.09354
"2014-07-26","SKU_96",1,0.0782,0.0782,0.07786,0.0878
"2014-08-02","SKU_96",1,0.02114,0.02114,0.02104,0.02372
"2014-08-09","SKU_96",1,0.0322,0.0322,0.03206,0.03614
"2014-08-16","SKU_96",1,0.01864,0.01864,0.01856,0.02094
"2014-08-23","SKU_96",1,0.03042,0.03042,0.03028,NA
"2014-08-30","SKU_96",1,0.00496,0.00496,0.00494,NA
"2014-09-06","SKU_96",1,0.01572,0.01572,0.01564,NA
"2014-09-13","SKU_96",1,0.01052,0.01052,0.01048,NA
"2014-09-20","SKU_96",1,0.00648,0.00648,0.00646,NA
"2014-09-27","SKU_96",1,0.03016,0.03016,0.03002,NA
"2014-10-04","SKU_96",1,0.00784,0.00784,0.0078,NA
"2014-10-11","SKU_96",1,0.00758,0.00758,0.00756,NA
"2014-10-18","SKU_96",1,-0.00378,-0.00378,0,NA
"2014-10-25","SKU_96",1,-0.00062,-0.00062,0,NA
"2013-06-08","SKU_97",2,9e-04,9e-04,0.00105,0.00135
"2013-06-15","SKU_97",2,0.00715,0.00715,0.0086,0.0107
"2013-06-22","SKU_97",2,0.0123,0.0123,0.0148,0.0184
"2013-06-29","SKU_97",2,0.00875,0.00875,0.0105,0.0131
"2013-07-06","SKU_97",2,0.01235,0.01235,0.01485,0.0185
"2013-07-13","SKU_97",2,0.00945,0.00945,0.0114,0.01415
"2013-07-20","SKU_97",2,0.01365,0.01365,0.01645,0.02045
"2013-07-27","SKU_97",2,0.034,0.034,0.0409,0.05085
"2013-08-03","SKU_97",2,0.0125,0.0125,0.015,0.01865
"2013-08-10","SKU_97",2,0.01075,0.01075,0.01295,0.0161
"2013-08-17","SKU_97",2,0.0154,0.0154,0.0185,0.023
"2013-08-24","SKU_97",2,0.01205,0.01205,0.0145,0.01805
"2013-08-31","SKU_97",2,0.0099,0.0099,0.01185,0.01475
"2013-09-07","SKU_97",2,0.01225,0.01225,0.0147,0.0183
"2013-09-14","SKU_97",2,0.02465,0.02465,0.02965,0.0369
"2013-09-21","SKU_97",2,0.0169,0.0169,0.02035,0.0253
"2013-09-28","SKU_97",2,0.0255,0.0255,0.03065,0.03815
"2013-10-05","SKU_97",2,0.01975,0.01975,0.02375,0.02955
"2013-10-12","SKU_97",2,0.02925,0.02925,0.03515,0.0437
"2013-10-19","SKU_97",2,0.02995,0.02995,0.036,0.04475
"2013-10-26","SKU_97",2,0.0504,0.0504,0.0606,0.0754
"2013-11-02","SKU_97",2,0.03505,0.03505,0.0421,0.05235
"2013-11-09","SKU_97",2,0.03545,0.03545,0.0426,0.053
"2013-11-16","SKU_97",2,0.027,0.027,0.0324,0.04035
"2013-11-23","SKU_97",2,0.03995,0.03995,0.048,0.0597
"2013-11-30","SKU_97",2,0.19455,0.19455,0.03205,0.03985
"2013-12-07","SKU_97",2,0.0357,0.0357,0.0429,0.05335
"2013-12-14","SKU_97",2,0.0512,0.0512,0.0615,0.07655
"2013-12-21","SKU_97",2,0.0236,0.0236,0.02835,0.0353
"2013-12-28","SKU_97",2,0.0264,0.0264,0.0317,0.03945
"2014-01-04","SKU_97",2,0.05155,0.05155,0.06195,NA
"2014-01-11","SKU_97",2,0.0213,0.0213,0.0256,NA
"2014-01-18","SKU_97",2,0.062,0.062,0.0745,NA
"2014-01-25","SKU_97",2,0.02845,0.02845,0.0342,NA
"2015-02-28","SKU_98",2,0.00015,0.00015,0.00015,0.00015
"2015-03-07","SKU_98",2,0.00165,0.00165,0.00165,0.00185
"2015-03-14","SKU_98",2,9e-04,9e-04,0.00085,0.001
"2015-03-21","SKU_98",2,0.0067,0.0067,0.0066,0.0074
"2015-03-28","SKU_98",2,0.00105,0.00105,0.001,0.00115
"2015-04-04","SKU_98",2,0.0031,0.0031,0.00305,0.0034
"2015-04-11","SKU_98",2,0.00105,0.00105,0.00105,0.0012
"2015-04-18","SKU_98",2,0.00065,0.00065,0.00065,7e-04
"2015-04-25","SKU_98",2,0.00075,0.00075,7e-04,8e-04
"2015-05-02","SKU_98",2,0.0053,0.0053,0.00525,0.0059
"2015-05-09","SKU_98",2,0.0024,0.0024,0.0024,0.00265
"2015-05-16","SKU_98",2,0.0042,0.0042,0.00415,0.00465
"2015-05-23","SKU_98",2,0.0069,0.0069,0.00675,0.0076
"2015-05-30","SKU_98",2,0.00985,0.00985,0.0097,0.0109
"2015-06-06","SKU_98",2,0.0356,0.0356,0.03505,0.0394
"2015-06-13","SKU_98",2,0.0268,0.0268,0.02635,0.02965
"2015-06-20","SKU_98",2,0.03245,0.03245,0.03195,0.0359
"2015-06-27","SKU_98",2,0.02095,0.02095,0.0206,0.02315
"2015-07-04","SKU_98",2,0.04815,0.04815,0.0474,0.05325
"2015-07-11","SKU_98",2,0.03325,0.03325,0.03275,0.03675
"2015-07-18","SKU_98",2,0.04615,0.04615,0.0454,0.051
"2015-07-25","SKU_98",2,0.03225,0.03225,0.03175,0.03565
"2015-08-01","SKU_98",2,0.01645,0.01645,0.0162,0.0182
"2015-08-08","SKU_98",2,0.0092,0.0092,0.00905,0.0102
"2015-08-15","SKU_98",2,0.02015,0.02015,0.0198,0.02225
"2015-08-22","SKU_98",2,0.02165,0.02165,0.0213,0.0239
