"Week","SKU_ID","Quintile","RawVolume","DetectCancellations","RemoveBuildToOrder","TruncateEndOfLife"
"2013-06-08","SKU_1",5,0.002,0.002,0.002,0.002
"2013-06-15","SKU_1",5,0.009,0.009,0.009,0.01
"2013-06-22","SKU_1",5,0.0045,0.0045,0.0045,0.005
"2013-06-29","SKU_1",5,0.017,0.0055,0.0055,0.006
"2013-07-06","SKU_1",5,-0.0065,0.0055,0.0055,0.006
"2013-07-13","SKU_1",5,0.0125,0.0125,0.0125,0.014
"2013-07-20","SKU_1",5,0.008,0.008,0.008,0.009
"2013-07-27","SKU_1",5,0.01,0.01,0.01,0.0115
"2013-08-03","SKU_1",5,0.0155,0.0155,0.0155,0.0175
"2013-08-10","SKU_1",5,0.0195,0.0195,0.0195,0.022
"2013-08-17","SKU_1",5,0.014,0.014,0.014,0.016
"2013-08-24","SKU_1",5,0.015,0.015,0.015,0.017
"2013-08-31","SKU_1",5,0.017,0.017,0.017,0.019
"2013-09-07","SKU_1",5,0.0245,0.0245,0.0245,0.0275
"2013-09-14","SKU_1",5,0.017,0.017,0.017,0.0195
"2013-09-21","SKU_1",5,0.014,0.014,0.014,0.0155
"2013-09-28","SKU_1",5,0.015,0.015,0.015,0.0165
"2013-10-05","SKU_1",5,0.0205,0.0205,0.0205,0.023
"2013-10-12","SKU_1",5,0.018,0.018,0.018,0.02
"2013-10-19","SKU_1",5,0.019,0.019,0.019,0.0215
"2013-10-26","SKU_1",5,0.0105,0.0105,0.0105,0.012
"2013-11-02","SKU_1",5,0.0075,0.0075,0.0075,0.0085
"2013-11-09","SKU_1",5,0.012,0.012,0.012,0.0135
"2013-11-16","SKU_1",5,0.009,0.009,0.009,0.01
"2013-11-23","SKU_1",5,0.0055,0.0055,0.0055,0.006
"2013-11-30","SKU_1",5,0.012,0.012,0.012,0.0135
"2013-12-07","SKU_1",5,0.0105,0.0105,0.0105,0.012
"2013-12-14","SKU_1",5,0.012,0.012,0.012,0.0135
"2013-12-21","SKU_1",5,0.0095,0.0095,0.0095,0.0105
"2013-12-28","SKU_1",5,0.003,0.003,0.003,0.003
"2014-01-04","SKU_1",5,0.0105,0.0105,0.0105,0.0115
"2014-01-11","SKU_1",5,0.0145,0.0145,0.0145,0.0165
"2014-01-18","SKU_1",5,0.01,0.01,0.01,0.011
"2014-01-25","SKU_1",5,0.0185,0.0185,0.0185,0.0205
"2014-02-01","SKU_1",5,0.0115,0.0115,0.0115,0.013
"2014-02-08","SKU_1",5,0.013,0.013,0.013,0.0145
"2014-02-15","SKU_1",5,0.006,0.006,0.006,0.007
"2014-02-22","SKU_1",5,0.011,0.011,0.011,0.0125
"2014-03-01","SKU_1",5,0.01,0.01,0.01,0.0115
"2014-03-08","SKU_1",5,0.0135,0.0135,0.0135,0.0155
"2014-03-15","SKU_1",5,0.019,0.019,0.019,0.021
"2014-03-22","SKU_1",5,0.019,0.019,0.019,0.0215
"2014-03-29","SKU_1",5,0.025,0.025,0.025,0.028
"2014-04-05","SKU_1",5,0.024,0.024,0.024,0.027
"2014-04-12","SKU_1",5,0.037,0.037,0.037,0.042
"2014-04-19","SKU_1",5,0.021,0.021,0.021,0.024
"2014-04-26","SKU_1",5,0.0275,0.0275,0.0275,0.031
"2014-05-03","SKU_1",5,0.029,0.029,0.029,0.0325
"2014-05-10","SKU_1",5,0.016,0.016,0.016,0.018
"2014-05-17","SKU_1",5,0.017,0.017,0.017,0.019
"2014-05-24","SKU_1",5,0.0205,0.0205,0.0205,0.023
"2014-05-31","SKU_1",5,0.0215,0.0215,0.0215,0.024
"2014-06-07","SKU_1",5,0.018,0.018,0.018,0.02
"2014-06-14","SKU_1",5,0.017,0.017,0.017,0.019
"2014-06-21","SKU_1",5,0.028,0.028,0.028,0.0315
"2014-06-28","SKU_1",5,0.0185,0.0185,0.0185,0.021
"2014-07-05","SKU_1",5,0.0165,0.0165,0.0165,0.0185
"2014-07-12","SKU_1",5,0.017,0.017,0.017,0.019
"2014-07-19","SKU_1",5,0.016,0.016,0.016,0.018
"2014-07-26","SKU_1",5,0.0065,0.0065,0.0065,0.0075
"2014-08-02","SKU_1",5,0.015,0.015,0.015,NA
"2014-08-09","SKU_1",5,0.016,0.016,0.016,NA
"2014-08-16","SKU_1",5,0.0095,0.0095,0.0095,NA
"2014-08-23","SKU_1",5,0.009,0.009,0.009,NA
"2014-08-30","SKU_1",5,0.0015,0.0015,0.0015,NA
"2014-09-06","SKU_1",5,0.005,0.005,0.005,NA
"2014-09-13","SKU_1",5,0.013,0.013,0.013,NA
"2014-09-20","SKU_1",5,0.007,0.007,0.007,NA
"2014-09-27","SKU_1",5,0.0065,0.0065,0.0065,NA
"2014-10-04","SKU_1",5,0.004,0.004,0.004,NA
"2014-10-11","SKU_1",5,0.0085,0.0085,0.0085,NA
"2014-10-18","SKU_1",5,5e-04,5e-04,5e-04,NA
"2014-10-25","SKU_1",5,0.0045,0.0045,0.0045,NA
"2014-11-01","SKU_1",5,0.004,0.004,0.004,NA
"2014-11-08","SKU_1",5,0.005,0.005,0.005,NA
"2015-02-21","SKU_79",4,4e-04,4e-04,4e-04,4e-04
"2015-02-28","SKU_79",4,0.0044,0.0044,0.0042,0.0048
"2015-03-07","SKU_79",4,0.022,0.022,0.0216,0.0242
"2015-03-14","SKU_79",4,0.0168,0.0168,0.0166,0.0186
"2015-03-21","SKU_79",4,0.0102,0.0102,0.01,0.0112
"2015-03-28","SKU_79",4,0.005,0.005,0.0048,0.0054
"2015-04-04","SKU_79",4,0.0122,0.0122,0.012,0.0134
"2015-04-11","SKU_79",4,0.0108,0.0108,0.0106,0.0118
"2015-04-18","SKU_79",4,0.0074,0.0074,0.0072,0.008
"2015-04-25","SKU_79",4,0.0028,0.0028,0.0028,0.003
"2015-05-02","SKU_79",4,0.007,0.007,0.007,0.0076
"2015-05-09","SKU_79",4,0.0068,0.0068,0.0066,0.0074
"2015-05-16","SKU_79",4,0.0386,0.0386,0.038,0.0424
"2015-05-23","SKU_79",4,0.0042,0.0042,0.004,0.0046
"2015-05-30","SKU_79",4,0.0148,0.0148,0.0146,0.0162
"2015-06-06","SKU_79",4,0.0124,0.0124,0.0124,0.0136
"2015-06-13","SKU_79",4,0.0208,0.0208,0.0206,0.023
"2015-06-20","SKU_79",4,0.0194,0.0194,0.0192,0.0214
"2015-06-27","SKU_79",4,0.0078,0.0078,0.0076,0.0086
"2015-07-04","SKU_79",4,0.0126,0.0126,0.0124,0.0138
"2015-07-11","SKU_79",4,0.015,0.015,0.0148,0.0166
"2015-07-18","SKU_79",4,0.0222,0.0222,0.0218,0.0244
"2015-07-25","SKU_79",4,0.027,0.027,0.0266,0.0296
"2015-08-01","SKU_79",4,0.0418,0.0418,0.0412,0.046
"2015-08-08","SKU_79",4,0.0292,0.0292,0.0288,0.0322
"2015-08-15","SKU_79",4,0.0272,0.0272,0.0268,0.0298
"2015-08-22","SKU_79",4,0.0156,0.0156,0.0154,0.0172
"2015-08-29","SKU_79",4,0.0162,0.0162,0.016,0.0178
"2015-09-05","SKU_79",4,0.0208,0.0208,0.0206,0.023
"2015-09-12","SKU_79",4,0.0152,0.0152,0.015,0.0166
"2015-09-19","SKU_79",4,0.0314,0.0314,0.031,0.0344
"2015-09-26","SKU_79",4,0.0182,0.0182,0.0178,0.02
"2015-10-03","SKU_79",4,0.0132,0.0132,0.013,0.0144
"2015-10-10","SKU_79",4,0.0154,0.0154,0.0152,0.017
"2015-10-17","SKU_79",4,0.0104,0.0104,0.0102,0.0114
"2015-10-24","SKU_79",4,0.0296,0.0296,0.0292,0.0326
"2015-10-31","SKU_79",4,0.022,0.022,0.0216,0.0242
"2015-11-07","SKU_79",4,0.0224,0.0224,0.022,0.0246
"2015-11-14","SKU_79",4,0.0676,0.0676,0.0668,0.0744
"2015-11-21","SKU_79",4,0.014,0.014,0.0138,0.0154
"2015-11-28","SKU_79",4,0.047,0.047,0.0464,0.0516
"2015-12-05","SKU_79",4,0.0122,0.0122,0.012,0.0134
"2015-12-12","SKU_79",4,0.0228,0.0228,0.0226,0.0252
"2015-12-19","SKU_79",4,0.004,0.004,0.0038,0.0044
"2015-12-26","SKU_79",4,0.01,0.01,0.01,0.011
"2016-01-02","SKU_79",4,0.0052,0.0052,0.005,0.0056
"2016-01-09","SKU_79",4,0.0282,0.0282,0.0278,0.031
"2016-01-16","SKU_79",4,0.0068,0.0068,0.0068,0.0074
"2016-01-23","SKU_79",4,0.0192,0.0192,0.019,0.0212
"2016-01-30","SKU_79",4,0.0216,0.0216,0.0212,0.0236
"2016-02-06","SKU_79",4,0.009,0.009,0.009,0.01
"2016-02-13","SKU_79",4,0.0058,0.0058,0.0056,0.0064
"2016-02-20","SKU_79",4,0.0078,0.0078,0.0078,0.0086
"2016-02-27","SKU_79",4,0.01,0.01,0.0098,NA
"2016-03-05","SKU_79",4,0.0162,0.0162,0.016,NA
"2016-03-12","SKU_79",4,0.0198,0.0198,0.0196,NA
"2016-03-19","SKU_79",4,0.0076,0.0076,0.0074,NA
"2016-03-26","SKU_79",4,0.026,0.026,0.0258,NA
"2016-04-02","SKU_79",4,0.0226,0.0226,0.0224,NA
"2016-04-09","SKU_79",4,0.001,0.001,0.001,NA
"2016-04-16","SKU_79",4,-0.013,-0.013,0,NA
"2014-07-05","SKU_81",3,1e-04,1e-04,1e-04,1e-04
"2014-07-12","SKU_81",3,0.002,0.002,0.002,0.0022
"2014-07-19","SKU_81",3,0.0053,0.0053,0.0052,0.0059
"2014-07-26","SKU_81",3,0.0068,0.0068,0.0068,0.0076
"2014-08-02","SKU_81",3,5e-04,5e-04,5e-04,5e-04
"2014-08-09","SKU_81",3,0.0038,0.0038,0.0038,0.0043
"2014-08-16","SKU_81",3,0.0042,0.0042,0.0042,0.0047
"2014-08-23","SKU_81",3,0.0015,0.0015,0.0015,0.0017
"2014-08-30","SKU_81",3,0.0136,0.0136,0.0135,0.0152
"2014-09-06","SKU_81",3,0.0286,0.0286,0.0284,0.0319
"2014-09-13","SKU_81",3,0.0053,0.0053,0.0052,0.0059
"2014-09-20","SKU_81",3,0.0112,0.0112,0.0111,0.0124
"2014-09-27","SKU_81",3,0.0105,0.0105,0.0104,0.0117
"2014-10-04","SKU_81",3,0.0049,0.0049,0.0049,0.0055
"2014-10-11","SKU_81",3,0.0112,0.0112,0.0111,0.0125
"2014-10-18","SKU_81",3,0.0447,0.0447,0.0444,0.0499
"2014-10-25","SKU_81",3,0.0519,0.0519,0.0515,0.0579
"2014-11-01","SKU_81",3,0.03,0.03,0.0298,0.0335
"2014-11-08","SKU_81",3,0.0327,0.0327,0.0325,0.0365
"2014-11-15","SKU_81",3,0.0446,0.0446,0.0443,0.0498
"2014-11-22","SKU_81",3,0.0047,0.0047,0.0047,0.0052
"2014-11-29","SKU_81",3,0.0305,0.0305,0.0303,0.034
"2014-12-06","SKU_81",3,0.0112,0.0112,0.0111,0.0125
"2014-12-13","SKU_81",3,0.0163,0.0163,0.0162,0.0182
"2014-12-20","SKU_81",3,0.0315,0.0315,0.0313,0.0351
"2014-12-27","SKU_81",3,0.006,0.006,0.0059,0.0067
"2015-01-03","SKU_81",3,0.0421,0.0421,0.0418,0.047
"2015-01-10","SKU_81",3,0.0436,0.0436,0.0433,0.0486
"2015-01-17","SKU_81",3,0.0464,0.0464,0.0461,0.0517
"2015-01-24","SKU_81",3,0.0581,0.0581,0.0577,0.0648
"2015-01-31","SKU_81",3,0.0199,0.0199,0.0197,0.0221
"2015-02-07","SKU_81",3,0.0204,0.0204,0.0203,0.0227
"2015-02-14","SKU_81",3,0.017,0.017,0.0169,0.019
"2015-02-21","SKU_81",3,0.0187,0.0187,0.0186,0.0209
"2015-02-28","SKU_81",3,0.0197,0.0197,0.0196,0.022
"2015-03-07","SKU_81",3,0.0199,0.0199,0.0198,0.0222
"2015-03-14","SKU_81",3,0.0276,0.0276,0.0275,0.0308
"2015-03-21","SKU_81",3,0.0508,0.0508,0.0505,0.0567
"2015-03-28","SKU_81",3,0.0113,0.0113,0.0112,0.0126
"2015-04-04","SKU_81",3,0.0205,0.0205,0.0204,0.0229
"2015-04-11","SKU_81",3,0.0192,0.0192,0.019,0.0214
"2015-04-18","SKU_81",3,0.0129,0.0129,0.0128,0.0144
"2015-04-25","SKU_81",3,0.0159,0.0159,0.0158,0.0177
"2015-05-02","SKU_81",3,0.0191,0.0191,0.0189,0.0213
"2015-05-09","SKU_81",3,0.0185,0.0185,0.0184,NA
"2015-05-16","SKU_81",3,0.0102,0.0102,0.0102,NA
"2015-05-23","SKU_81",3,0.0078,0.0078,0.0077,NA
"2015-05-30","SKU_81",3,0.0205,0.0205,0.0204,NA
"2015-06-06","SKU_81",3,0.0199,0.0199,0.0198,NA
"2015-06-13","SKU_81",3,0.0136,0.0136,0.0135,NA
"2015-06-20","SKU_81",3,0.0195,0.0195,0.0194,NA
"2015-06-27","SKU_81",3,-0.0067,-0.0067,0,NA
"2015-02-21","SKU_82",3,6e-04,6e-04,6e-04,6e-04
"2015-02-28","SKU_82",3,0.0071,0.0071,0.0071,0.0079
"2015-03-07","SKU_82",3,0.0104,0.0104,0.0104,0.0115
"2015-03-14","SKU_82",3,0.0087,0.0087,0.0087,0.0096
"2015-03-21","SKU_82",3,0.0166,0.0166,0.0166,0.0185
"2015-03-28","SKU_82",3,0.0033,0.0033,0.0033,0.0037
"2015-04-04","SKU_82",3,0.0049,0.0049,0.0049,0.0054
"2015-04-11","SKU_82",3,0.015,0.015,0.015,0.0167
"2015-04-18","SKU_82",3,0.011,0.011,0.011,0.0123
"2015-04-25","SKU_82",3,0.0058,0.0058,0.0058,0.0065
"2015-05-02","SKU_82",3,0.0094,0.0094,0.0094,0.0105
"2015-05-09","SKU_82",3,0.0069,0.0069,0.0069,0.0076
"2015-05-16","SKU_82",3,0.0215,0.0215,0.0215,0.0239
"2015-05-23","SKU_82",3,0.0074,0.0074,0.0074,0.0083
"2015-05-30","SKU_82",3,0.0087,0.0087,0.0087,0.0097
"2015-06-06","SKU_82",3,0.0853,0.0397,0.0396,0.0441
"2015-06-13","SKU_82",3,-0.0059,0.0397,0.0396,0.0441
"2015-06-20","SKU_82",3,0.0171,0.0171,0.0171,0.019
"2015-06-27","SKU_82",3,0.0381,0.0381,0.0381,0.0423
"2015-07-04","SKU_82",3,0.0188,0.0188,0.0188,0.0209
"2015-07-11","SKU_82",3,0.0319,0.0319,0.0318,0.0354
"2015-07-18","SKU_82",3,0.0238,0.0238,0.0238,0.0264
"2015-07-25","SKU_82",3,0.0114,0.0114,0.0113,0.0126
"2015-08-01","SKU_82",3,0.0194,0.0194,0.0194,0.0215
"2015-08-08","SKU_82",3,0.0105,0.0105,0.0105,0.0117
"2015-08-15","SKU_82",3,0.0177,0.0177,0.0177,0.0197
"2015-08-22","SKU_82",3,0.0245,0.0245,0.0244,0.0272
"2015-08-29","SKU_82",3,0.013,0.013,0.0129,0.0144
"2015-09-05","SKU_82",3,0.0138,0.0138,0.0138,0.0153
"2015-09-12","SKU_82",3,0.0192,0.0192,0.0192,0.0213
"2015-09-19","SKU_82",3,0.0121,0.0121,0.0121,0.0135
"2015-09-26","SKU_82",3,0.0167,0.0167,0.0167,0.0185
"2015-10-03","SKU_82",3,0.0417,0.0417,0.0417,0.0463
"2015-10-10","SKU_82",3,0.0172,0.0172,0.0172,0.0191
"2015-10-17","SKU_82",3,0.0184,0.0184,0.0183,0.0204
"2015-10-24","SKU_82",3,0.0363,0.0363,0.0362,0.0403
"2015-10-31","SKU_82",3,0.0164,0.0164,0.0163,0.0182
"2015-11-07","SKU_82",3,0.0179,0.0179,0.0179,0.0199
"2015-11-14","SKU_82",3,0.0123,0.0123,0.0123,0.0137
"2015-11-21","SKU_82",3,0.0116,0.0116,0.0116,0.0129
"2015-11-28","SKU_82",3,0.0186,0.0186,0.0186,0.0207
"2015-12-05","SKU_82",3,0.0152,0.0152,0.0151,0.0168
"2015-12-12","SKU_82",3,0.0274,0.0274,0.0273,0.0304
"2015-12-19","SKU_82",3,0.0213,0.0213,0.0213,0.0237
"2015-12-26","SKU_82",3,0.0096,0.0096,0.0096,0.0107
"2016-01-02","SKU_82",3,0.0259,0.0259,0.0259,0.0288
"2016-01-09","SKU_82",3,0.0232,0.0232,0.0231,0.0257
"2016-01-16","SKU_82",3,0.0238,0.0238,0.0238,0.0264
"2016-01-23","SKU_82",3,0.0202,0.0202,0.0202,0.0225
"2016-01-30","SKU_82",3,0.0193,0.0193,0.0193,0.0215
"2016-02-06","SKU_82",3,0.0194,0.0194,0.0194,0.0215
"2016-02-13","SKU_82",3,0.0131,0.0131,0.0131,NA
"2016-02-20","SKU_82",3,0.0311,0.0311,0.0311,NA
"2016-02-27","SKU_82",3,0.0069,0.0069,0.0069,NA
"2016-03-05","SKU_82",3,0.0217,0.0217,0.0217,NA
"2016-03-12","SKU_82",3,0.0064,0.0064,0.0063,NA
"2016-03-19","SKU_82",3,0.0102,0.0102,0.0102,NA
"2016-03-26","SKU_82",3,0.0026,0.0026,0.0026,NA
"2016-04-02","SKU_82",3,0.0091,0.0091,0.0091,NA
"2016-04-09","SKU_82",3,0,0,0,NA
"2016-04-16","SKU_82",3,0,0,0,NA
"2016-04-23","SKU_82",3,-0.001,-0.001,0,NA
"2016-04-30","SKU_82",3,0,0,0,NA
"2016-05-07","SKU_82",3,-9e-04,-9e-04,0,NA
"2013-10-26","SKU_83",3,1e-04,1e-04,1e-04,1e-04
"2013-11-02","SKU_83",3,0.006,0.006,0.006,0.0067
"2013-11-09","SKU_83",3,0.0066,0.0066,0.0066,0.0074
"2013-11-16","SKU_83",3,0.004,0.004,0.004,0.0044
"2013-11-23","SKU_83",3,0.0093,0.0093,0.0093,0.0104
"2013-11-30","SKU_83",3,0.0109,0.0109,0.0109,0.0121
"2013-12-07","SKU_83",3,0.015,0.015,0.015,0.0167
"2013-12-14","SKU_83",3,0.0079,0.0079,0.0079,0.0089
"2013-12-21","SKU_83",3,0.0044,0.0044,0.0044,0.0049
"2013-12-28","SKU_83",3,0.0084,0.0084,0.0084,0.0094
"2014-01-04","SKU_83",3,0.0182,0.0182,0.0182,0.0203
"2014-01-11","SKU_83",3,0.0135,0.0135,0.0135,0.0151
"2014-01-18","SKU_83",3,0.0176,0.0176,0.0176,0.0197
"2014-01-25","SKU_83",3,0.0123,0.0123,0.0123,0.0138
"2014-02-01","SKU_83",3,0.0098,0.0098,0.0098,0.0109
"2014-02-08","SKU_83",3,0.0119,0.0119,0.0119,0.0133
"2014-02-15","SKU_83",3,0.0101,0.0101,0.0101,0.0113
"2014-02-22","SKU_83",3,0.0241,0.0241,0.0241,0.0269
"2014-03-01","SKU_83",3,0.015,0.015,0.015,0.0168
"2014-03-08","SKU_83",3,0.0317,0.0317,0.0317,0.0355
"2014-03-15","SKU_83",3,0.0292,0.0292,0.0292,0.0327
"2014-03-22","SKU_83",3,0.0756,0.0756,0.0756,0.0845
"2014-03-29","SKU_83",3,0.0436,0.0436,0.0436,0.0488
"2014-04-05","SKU_83",3,0.0295,0.0295,0.0295,0.033
"2014-04-12","SKU_83",3,0.0384,0.0384,0.0384,0.043
"2014-04-19","SKU_83",3,0.0206,0.0206,0.0206,0.0231
"2014-04-26","SKU_83",3,0.0259,0.0259,0.0259,0.0289
"2014-05-03","SKU_83",3,0.0244,0.0244,0.0244,0.0273
"2014-05-10","SKU_83",3,0.0318,0.0318,0.0318,0.0356
"2014-05-17","SKU_83",3,0.0197,0.0197,0.0197,0.022
"2014-05-24","SKU_83",3,0.0247,0.0247,0.0247,0.0277
"2014-05-31","SKU_83",3,0.0291,0.0291,0.0291,0.0325
"2014-06-07","SKU_83",3,0.0171,0.0171,0.0171,0.0191
"2014-06-14","SKU_83",3,0.0259,0.0259,0.0259,0.029
"2014-06-21","SKU_83",3,0.0532,0.0532,0.0532,0.0595
"2014-06-28","SKU_83",3,0.0222,0.0222,0.0222,0.0248
"2014-07-05","SKU_83",3,0.0263,0.0263,0.0263,0.0294
"2014-07-12","SKU_83",3,0.0095,0.0095,0.0095,0.0106
"2014-07-19","SKU_83",3,0.0114,0.0114,0.0114,0.0127
"2014-07-26","SKU_83",3,0.0301,0.0301,0.0301,0.0337
"2014-08-02","SKU_83",3,0.008,0.008,0.008,0.009
"2014-08-09","SKU_83",3,0.023,0.023,0.023,0.0258
"2014-08-16","SKU_83",3,0.0171,0.0171,0.0171,0.0191
"2014-08-23","SKU_83",3,0.0072,0.0072,0.0072,0.008
"2014-08-30","SKU_83",3,0.0142,0.0142,0.0142,0.0159
"2014-09-06","SKU_83",3,0.017,0.017,0.017,NA
"2014-09-13","SKU_83",3,0.0172,0.0172,0.0172,NA
"2014-09-20","SKU_83",3,0.0048,0.0048,0.0048,NA
"2014-09-27","SKU_83",3,0.0129,0.0129,0.0129,NA
"2014-10-04","SKU_83",3,0.0308,0.0308,0.0308,NA
"2014-10-11","SKU_83",3,0.0173,0.0173,0.0173,NA
"2014-10-18","SKU_83",3,0.0055,0.0055,0.0055,NA
"2014-10-25","SKU_83",3,0,0,0,NA
"2014-11-01","SKU_83",3,0,0,0,NA
"2014-11-08","SKU_83",3,0,0,0,NA
"2014-11-15","SKU_83",3,-1e-04,-1e-04,0,NA
"2014-07-19","SKU_84",2,0,0,0,0
"2014-07-26","SKU_84",2,7e-04,7e-04,7e-04,0.00075
"2014-08-02","SKU_84",2,6e-04,6e-04,6e-04,7e-04
"2014-08-09","SKU_84",2,0.00075,0.00075,0.00075,0.00085
"2014-08-16","SKU_84",2,0.0017,0.0017,0.0017,0.0019
"2014-08-23","SKU_84",2,0.0028,0.0028,0.0028,0.0031
"2014-08-30","SKU_84",2,0.0028,0.0028,0.0028,0.0031
"2014-09-06","SKU_84",2,0.00465,0.00465,0.00465,0.0052
"2014-09-13","SKU_84",2,0.0063,0.0063,0.0063,0.007
"2014-09-20","SKU_84",2,0.0032,0.0032,0.0032,0.0036
"2014-09-27","SKU_84",2,0.0051,0.0051,0.0051,0.0057
"2014-10-04","SKU_84",2,0.0045,0.0045,0.0045,0.005
"2014-10-11","SKU_84",2,0.00565,0.00565,0.00565,0.00625
"2014-10-18","SKU_84",2,0.01405,0.01405,0.01405,0.01565
"2014-10-25","SKU_84",2,0.00615,0.00615,0.00615,0.0068
"2014-11-01","SKU_84",2,0.0166,0.0166,0.0166,0.01845
"2014-11-08","SKU_84",2,0.0127,0.0127,0.0127,0.0141
"2014-11-15","SKU_84",2,0.0196,0.0196,0.0196,0.0218
"2014-11-22","SKU_84",2,0.01105,0.01105,0.01105,0.0123
"2014-11-29","SKU_84",2,0.0103,0.0103,0.0103,0.01145
"2014-12-06","SKU_84",2,0.0101,0.0101,0.0101,0.01125
"2014-12-13","SKU_84",2,0.02875,0.02875,0.02875,0.03195
"2014-12-20","SKU_84",2,0.00445,0.00445,0.00445,0.00495
"2014-12-27","SKU_84",2,0.00705,0.00705,0.00705,0.00785
"2015-01-03","SKU_84",2,0.02235,0.02235,0.02235,0.02485
"2015-01-10","SKU_84",2,0.02365,0.02365,0.02365,0.0263
"2015-01-17","SKU_84",2,0.02435,0.02435,0.02435,0.0271
"2015-01-24","SKU_84",2,0.01545,0.01545,0.01545,0.01715
"2015-01-31","SKU_84",2,0.00565,0.00565,0.00565,0.0063
"2015-02-07","SKU_84",2,0.00705,0.00705,0.00705,0.00785
"2015-02-14","SKU_84",2,0.02485,0.02485,0.02485,0.02765
"2015-02-21","SKU_84",2,0.0322,0.0322,0.0322,0.03585
"2015-02-28","SKU_84",2,0.01855,0.01855,0.01855,0.0206
"2015-03-07","SKU_84",2,0.0226,0.0226,0.0226,0.0251
"2015-03-14","SKU_84",2,0.0236,0.0236,0.0236,0.02625
"2015-03-21","SKU_84",2,0.0166,0.0166,0.0166,0.01845
"2015-03-28","SKU_84",2,0.0153,0.0153,0.0153,0.017
"2015-04-04","SKU_84",2,0.00855,0.00855,0.00855,0.0095
"2015-04-11","SKU_84",2,0.01365,0.01365,0.01365,0.01515
"2015-04-18","SKU_84",2,0.01725,0.01725,0.01725,0.0192
"2015-04-25","SKU_84",2,0.0113,0.0113,0.0113,0.01255
"2015-05-02","SKU_84",2,0.0279,0.0279,0.0279,0.03105
"2015-05-09","SKU_84",2,0.01265,0.01265,0.01265,0.01405
"2015-05-16","SKU_84",2,0.0254,0.0254,0.0254,0.02825
"2015-05-23","SKU_84",2,0.0121,0.0121,0.0121,0.01345
"2015-05-30","SKU_84",2,0.006,0.006,0.006,0.00665
"2015-06-06","SKU_84",2,0.0214,0.0214,0.0214,0.0238
"2015-06-13","SKU_84",2,0.0152,0.0152,0.0152,0.01695
"2015-06-20","SKU_84",2,0.02175,0.02175,0.02175,0.02415
"2015-06-27","SKU_84",2,0.01175,0.01175,0.01175,0.01305
"2015-07-04","SKU_84",2,0.00695,0.00695,0.00695,0.00775
"2015-07-11","SKU_84",2,0.00975,0.00975,0.00975,0.01085
"2015-07-18","SKU_84",2,0.0084,0.0084,0.0084,0.00935
"2015-07-25","SKU_84",2,0.013,0.013,0.013,0.0145
"2015-08-01","SKU_84",2,0.00545,0.00545,0.00545,0.00605
"2015-08-08","SKU_84",2,0.02545,0.02545,0.02545,0.0283
"2015-08-15","SKU_84",2,0.01315,0.01315,0.01315,0.0146
"2015-08-22","SKU_84",2,0.0133,0.0133,0.0133,0.01475
"2015-08-29","SKU_84",2,0.01305,0.01305,0.01305,0.01455
"2015-09-05","SKU_84",2,0.00665,0.00665,0.00665,0.0074
"2015-09-12","SKU_84",2,0.008,0.008,0.008,0.00885
"2015-09-19","SKU_84",2,0.0159,0.0159,0.0159,0.01765
"2015-09-26","SKU_84",2,0.018,0.018,0.018,0.02005
"2015-10-03","SKU_84",2,0.0138,0.0138,0.0138,0.01535
"2015-10-10","SKU_84",2,0.01415,0.01415,0.01415,0.01575
"2015-10-17","SKU_84",2,0.00875,0.00875,0.00875,0.00975
"2015-10-24","SKU_84",2,0.0132,0.0132,0.0132,0.01465
"2015-10-31","SKU_84",2,0.0089,0.0089,0.0089,0.0099
"2015-11-07","SKU_84",2,0.00905,0.00905,0.00905,0.01005
"2015-11-14","SKU_84",2,0.0065,0.0065,0.0065,0.00725
"2015-11-21","SKU_84",2,0.00235,0.00235,0.00235,0.0026
"2015-11-28","SKU_84",2,0.0109,0.0109,0.0109,0.01215
"2015-12-05","SKU_84",2,0.00635,0.00635,0.00635,0.00705
"2015-12-12","SKU_84",2,0.007,0.007,0.007,0.00775
"2015-12-19","SKU_84",2,0.0046,0.0046,0.0046,0.0051
"2015-12-26","SKU_84",2,0.0043,0.0043,0.0043,NA
"2016-01-02","SKU_84",2,0.00915,0.00915,0.00915,NA
"2016-01-09","SKU_84",2,0.0089,0.0089,0.0089,NA
"2016-01-16","SKU_84",2,0.0032,0.0032,0.0032,NA
"2016-01-23","SKU_84",2,0.00415,0.00415,0.00415,NA
"2016-01-30","SKU_84",2,0.0074,0.0074,0.0074,NA
"2016-02-06","SKU_84",2,0.00725,0.00725,0.00725,NA
"2016-02-13","SKU_84",2,0.0061,0.0061,0.0061,NA
"2016-02-20","SKU_84",2,0.01285,0.01285,0.01285,NA
"2016-02-27","SKU_84",2,0.01145,0.01145,0.01145,NA
"2016-03-05","SKU_84",2,0.0032,0.0032,0.0032,NA
"2016-03-12","SKU_84",2,0.0011,0.0011,0.0011,NA
"2016-03-19","SKU_84",2,0.0022,0.0022,0.0022,NA
"2016-03-26","SKU_84",2,0.00255,0.00255,0.00255,NA
"2016-04-02","SKU_84",2,0.0027,0.0027,0.0027,NA
"2016-04-09","SKU_84",2,0.00155,0.00155,0.00155,NA
"2016-04-16","SKU_84",2,0.00205,0.00205,0.00205,NA
"2016-04-23","SKU_84",2,0.00095,0.00095,0.00095,NA
